id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Label
10,0,216.58.197.234,88:36:6c:d7:1c:56,88:36:6c,443,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,54163,6,4,0,0,1559286947857,1559286947857,0,1,493,1559286947857,1559286947857,0,1,493,0,0,0,0,0,493,493.0,0.0,493,493,493.0,0.0,493,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,TLS,Web,0,6,nan,nan,nan,nan,nan,normal
11,0,192.168.0.16,f0:18:98:5e:ff:9f,f0:18:98,53182,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,57255,6,4,0,0,1559286948920,1559286948920,0,1,118,1559286948920,1559286948920,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
12,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53186,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,9020,6,4,0,0,1559286949025,1559286967614,18589,1965,540386,1559286949025,1559286967614,18589,1018,265972,1559286949038,1559286966804,17766,947,274414,102,275.00559796437574,168.30312662872697,1100,102,261.2691552062868,141.4235889648769,497,110,289.77191129883823,192.05392216748916,1100,0,9.464867617107938,23.491455572260836,806,0,18.278269419862344,33.316075335223715,810,0,18.7801268498943,25.48734028283232,264,4,6,5,1,1963,1035,2,0,2,3,3,1,1016,539,2,0,2,3,2,0,947,496,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
13,0,3.0.230.212,88:36:6c:d7:1c:56,88:36:6c,8820,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,33232,6,4,0,0,1559286952865,1559287139186,186321,29,6442,1559286952865,1559287139185,186320,12,4204,1559286952868,1559287139186,186318,17,2238,98,222.13793103448276,334.9713979408147,1391,98,350.33333333333326,498.9338329848655,1391,102,131.64705882352942,64.74173806022529,277,0,6654.321428571428,12205.277559329184,29948,0,16938.18181818182,14614.951664772496,30045,91,11644.875,14363.338747774951,29948,0,0,0,0,29,17,0,0,0,0,0,0,12,9,0,0,0,0,0,0,17,8,0,0,MQTT,RPC,0,6,nan,nan,nan,nan,nan,normal
14,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,10684,13.228.233.32,88:36:6c:d7:1c:56,88:36:6c,6000,17,4,0,0,1559286955915,1559287131105,175190,15,2122,1559286955915,1559287131013,175098,7,1050,1559286956008,1559287131105,175097,8,1072,134,141.46666666666667,8.262364471909155,150,150,150.0,0.0,150,134,134.0,0.0,134,92,12513.571428571431,12890.196821999658,25009,25010,29183.0,10212.41352472568,50029,25009,25013.857142857138,4.561745697594579,25019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAQ,Network,1,1,nan,nan,nan,nan,nan,normal
15,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,61599,18.136.162.179,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559286958168,1559286958259,91,7,816,1559286958168,1559286958259,91,4,451,1559286958254,1559286958256,2,3,365,98,116.57142857142857,19.095000592276705,145,98,112.75,22.231734075415712,145,110,121.66666666666669,16.862186493255653,141,0,15.166666666666664,34.21939021471111,85,1,30.333333333333336,50.80682368868707,89,0,1.0,1.4142135623730951,2,0,0,0,0,5,2,2,2,0,0,0,0,2,1,2,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,nan,nan,nan,nan,nan,normal
16,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,61602,13.250.85.51,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559286958169,1559286958259,90,7,816,1559286958169,1559286958259,90,4,451,1559286958256,1559286958256,0,3,365,98,116.57142857142857,17.980147782643897,141,98,112.75,20.287516687197908,141,110,121.66666666666669,16.862186493255653,141,0,15.0,35.29305880764658,87,0,30.0,51.96152422706631,90,0,0.0,0.0,0,0,0,0,0,5,2,2,2,0,0,0,0,2,1,2,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,nan,nan,nan,nan,nan,normal
17,0,192.168.0.1,88:36:6c:d7:1c:56,88:36:6c,0,224.0.0.1,a8:66:7f:0e:3f:54,a8:66:7f,0,2,4,0,0,1559286961001,1559287141418,180417,34,3156,1559286961001,1559287141418,180417,34,3156,0,0,0,0,0,90,92.82352941176471,1.8499891602515208,94,90,92.82352941176471,1.8499891602515208,94,0,0.0,0.0,0,0,5467.181818181818,11419.965637137842,30080,0,5467.181818181818,11419.965637137842,30080,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,nan,nan,nan,nan,nan,normal
18,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,0,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,0,2,4,0,0,1559286961044,1559287141342,180298,7,658,1559286961044,1559287141342,180298,7,658,0,0,0,0,0,94,94.0,0.0,94,94,94.0,0.0,94,0,0.0,0.0,0,29990,30049.666666666664,47.30609544938859,30113,29990,30049.666666666664,47.30609544938859,30113,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,nan,nan,nan,nan,nan,normal
19,0,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,51323,239.255.255.250,bc:1c:81:4b:ae:ba,bc:1c:81,1900,17,4,0,0,1559286934601,1559286938361,3760,16,4224,1559286934601,1559286938361,3760,16,4224,0,0,0,0,0,261,264.00000000000006,1.7888543819998324,265,261,264.00000000000006,1.7888543819998324,265,0,0.0,0.0,0,0,250.66666666666663,263.61597249101004,718,0,250.66666666666663,263.61597249101004,718,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,nan,nan,nan,nan,normal
20,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,0,2,4,0,0,1559286961472,1559287141625,180153,7,658,1559286961472,1559287141625,180153,7,658,0,0,0,0,0,94,94.0,0.0,94,94,94.0,0.0,94,0,0.0,0.0,0,30024,30025.5,1.51657508881043,30028,30024,30025.5,1.51657508881043,30028,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,nan,nan,nan,nan,nan,normal
21,0,192.168.0.23,a8:2b:b9:d6:5d:9c,a8:2b:b9,56188,52.84.187.51,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559286937099,1559286937391,292,14,3363,1559286937099,1559286937391,292,5,1626,1559286937106,1559286937340,234,9,1737,110,240.2142857142857,229.197656912251,681,110,325.2,291.289718321811,661,110,193.0,189.5178091895324,681,0,22.461538461538463,53.2550707830021,194,5,73.0,118.29060261350716,250,0,29.25,66.87675231349083,194,2,0,0,0,13,4,0,0,1,0,0,0,4,2,0,0,1,0,0,0,9,2,0,0,TLS.Slack,Collaborative,0,6,slack.com,3967ff2d2c9c4d144e7e30f24f4e9761,7bee5c1d424b7e5f943b06983bb11422,nan,nan,normal
22,0,192.168.0.1,88:36:6c:d7:1c:56,88:36:6c,80,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,54168,6,4,0,0,1559286962020,1559286962038,18,5,7798,1559286962020,1559286962038,18,5,7798,0,0,0,0,0,1558,1559.6,2.190890230020667,1562,1558,1559.6,2.190890230020667,1562,0,0.0,0.0,0,0,4.5,8.34665601703261,17,0,4.5,8.34665601703261,17,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,nan,nan,nan,nan,nan,normal
23,0,118.57.35.133,48:4b:aa:2c:d8:f9,48:4b:aa,0,205.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,0,100,4,0,0,1559286937676,1559286937676,0,1,114,1559286937676,1559286937676,0,1,114,0,0,0,0,0,114,114.0,0.0,114,114,114.0,0.0,114,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
24,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,32288,192.40.35.248,f0:18:98:5e:ff:7f,f0:18:98,10634,6,4,0,0,1559286966204,1559286966204,0,1,358,1559286966204,1559286966204,0,1,358,0,0,0,0,0,358,358.0,0.0,358,358,358.0,0.0,358,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
25,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53187,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,9010,6,4,0,0,1559286966542,1559286967614,1072,16,2510,1559286966542,1559286967614,1072,10,1512,1559286966547,1559286967607,1060,6,998,98,156.87499999999997,77.27256951855554,306,98,151.2,82.06339013226301,306,114,166.33333333333334,74.96310203471215,263,0,71.46666666666667,263.80806514982675,1025,0,119.11111111111114,342.3556062212376,1032,1,212.0,454.6465660268423,1025,4,2,4,0,14,4,2,0,2,2,2,0,8,2,2,0,2,0,2,0,6,2,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
26,0,193.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53182,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,9020,6,4,0,0,1559286967692,1559286967692,0,1,114,1559286967692,1559286967692,0,1,114,0,0,0,0,0,114,114.0,0.0,114,114,114.0,0.0,114,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
27,0,192.168.0.23,a8:2b:b9:d6:5d:9c,a8:2b:b9,33892,43.227.116.77,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559286973721,1559286973828,107,21,9573,1559286973721,1559286973823,102,10,1865,1559286973727,1559286973828,101,11,7708,98,455.857142857143,566.8193085732247,1566,98,186.5,159.29724137947622,597,98,700.7272727272727,693.6998040808562,1566,0,5.35,8.863140705071467,40,0,11.333333333333336,12.708265027138836,40,0,10.1,15.85664949897466,50,2,0,0,0,20,7,0,2,1,0,0,0,9,4,0,1,1,0,0,0,11,3,0,1,TLS,Web,0,6,api-webrp-analytics.cloud.toast.com,d8c87b9bfde38897979e41242626c2f3,b898351eb5e266aefd3723d466935494,nan,nan,normal
28,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,58652,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559286979324,1559286979331,7,2,667,1559286979324,1559286979324,0,1,161,1559286979331,1559286979331,0,1,506,161,333.5,243.9518395093589,506,161,161.0,0.0,161,506,506.0,0.0,506,7,7.0,0.0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.AmazonAWS,Network,0,6,ezvizlife-1003918287.ap-southeast-1.elb.amazonaws.com,nan,nan,nan,nan,normal
29,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,61608,18.136.162.179,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559286979336,1559287011228,31892,22,4149,1559286979336,1559287011228,31892,12,2532,1559286979429,1559287011226,31797,10,1617,98,188.5909090909091,146.08401336573058,631,98,211.0,177.15222011284274,631,110,161.7,99.82323265541834,415,0,1518.666666666667,6582.554202840515,30238,0,2899.2727272727275,9101.218578749871,30330,0,3533.0,10052.069774429543,30330,2,1,2,0,20,8,1,2,1,1,1,0,10,5,1,1,1,0,1,0,10,3,0,1,TLS,Web,0,6,apiisgp.ezvizlife.com,7a7a639628f0fe5c7e057628a5bbec5a,303951d4c50efb2e991652225a6f02b1,nan,nan,normal
30,0,192.168.0.16,f0:18:98:5e:ff:9f,f0:18:98,63124,220.65.135.135,bc:1c:81:4b:ae:ba,bc:1c:81,64009,6,4,0,0,1559286980900,1559286980900,0,1,118,1559286980900,1559286980900,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
31,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,62567,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559286985135,1559286985141,6,2,661,1559286985135,1559286985135,0,1,160,1559286985141,1559286985141,0,1,501,160,330.5,241.1234123846127,501,160,160.0,0.0,160,501,501.0,0.0,501,6,6.0,0.0,6,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.AmazonAWS,Network,0,6,sgpdclog-1483869871.ap-southeast-1.elb.amazonaws.com,nan,nan,nan,nan,normal
32,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,46676,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559286988369,1559286988374,5,2,631,1559286988369,1559286988369,0,1,134,1559286988374,1559286988374,0,1,497,134,315.5,256.67976157071683,497,134,134.0,0.0,134,497,497.0,0.0,497,5,5.0,0.0,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.AmazonAWS,Network,0,6,alarm.sgp.s3.amazonaws.com,nan,nan,nan,nan,normal
33,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,61647,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559286940242,1559286940243,1,2,399,1559286940242,1559286940242,0,1,130,1559286940243,1559286940243,0,1,269,130,199.5,98.28784258493009,269,130,130.0,0.0,130,269,269.0,0.0,269,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Facebook,Network,0,6,star.c10r.facebook.com,nan,nan,nan,nan,normal
34,0,192.168.0.1,88:36:6c:d7:1c:56,88:36:6c,80,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,54183,6,4,0,0,1559287002166,1559287002175,9,2,3124,1559287002166,1559287002175,9,2,3124,0,0,0,0,0,1562,1562.0,0.0,1562,1562,1562.0,0.0,1562,0,0.0,0.0,0,9,9.0,0.0,9,9,9.0,0.0,9,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,0,6,nan,nan,nan,nan,nan,normal
35,0,192.168.0.23,a8:2b:b9:d6:5d:9c,a8:2b:b9,54250,163.152.11.6,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559287011999,1559287012001,2,2,500,1559287011999,1559287011999,0,1,118,1559287012001,1559287012001,0,1,382,118,250.0,186.67619023324852,382,118,118.0,0.0,118,382,382.0,0.0,382,2,2.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.com,nan,nan,nan,nan,normal
36,0,192.168.0.23,a8:2b:b9:d6:5d:9c,a8:2b:b9,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1559287012055,1559287140808,128753,42,8010,1559287012055,1559287140808,128753,42,8010,0,0,0,0,0,163,190.7142857142857,61.31179240979458,343,163,190.7142857142857,61.31179240979458,343,0,0.0,0.0,0,0,3140.317073170732,14227.623175427132,83089,0,3140.317073170732,14227.623175427132,83089,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,23.0.168.192.in-addr.arpa,nan,nan,nan,nan,normal
37,0,192.168.0.1,88:36:6c:d7:1c:56,88:36:6c,80,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,54186,6,4,0,0,1559287014297,1559287014299,2,4,6240,1559287014297,1559287014299,2,4,6240,0,0,0,0,0,1558,1560.0,2.309401076758503,1562,1558,1560.0,2.309401076758503,1562,0,0.0,0.0,0,0,0.6666666666666666,0.5773502691896258,1,0,0.6666666666666666,0.5773502691896258,1,0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,nan,nan,nan,nan,nan,normal
